GEMEINDE_COMUNE_DE; GEMEINDE_COMUNE_IT; CODE_STRASSE_VIA; STRASSE_VIA_DE; STRASSE_VIA_IT; 
Aldein; Aldino; 10; BADERWEG; VIA BADER; 
Aldein; Aldino; 20; BURG; BURG; 
Aldein; Aldino; 22; BURG, BACHNER; BURG, BACHNER; 
Aldein; Aldino; 30; DACHSELWEG; VIA DACHSEL; 
Aldein; Aldino; 40; DORF; PAESE; 
Aldein; Aldino; 42; DORF, GATTERTORGUT; PAESE, GATTERTORGUT; 
Aldein; Aldino; 44; DORF, HOCHHAUS; PAESE, HOCHHAUS; 
Aldein; Aldino; 46; DORF, KRAMER; PAESE, KRAMER; 
Aldein; Aldino; 48; DORF, KRONE; PAESE, KRONE; 
Aldein; Aldino; 50; DORF, ORTNER; PAESE, ORTNER; 
Aldein; Aldino; 52; DORF, STEGER; PAESE, STEGER; 
Aldein; Aldino; 54; DORF, WEBER; PAESE, WEBER; 
Aldein; Aldino; 60; EGGERERWEG; VIA EGGERER; 
Aldein; Aldino; 62; EGGERERWEG, FEICHTNER; VIA EGGERER, FEICHTNER; 
Aldein; Aldino; 64; EGGERERWEG, HAIDE; VIA EGGERER, HAIDE; 
Aldein; Aldino; 66; EGGERERWEG, VILLA ANNA; VIA EGGERER, VILLA ANNA; 
Aldein; Aldino; 68; EGGERERWEG, WALDRUH; VIA EGGERER, WALDRUH; 
Aldein; Aldino; 70; EICH; EICH; 
Aldein; Aldino; 72; EICH, EBNERHOF; EICH, MASO EBNER; 
Aldein; Aldino; 74; EICH, GMUAN; EICH, GMUAN; 
Aldein; Aldino; 76; EICH, GRASSNER; EICH, GRASSNER; 
Aldein; Aldino; 78; EICH, GSALB; EICH, GSALB; 
Aldein; Aldino; 80; EICH, GSALBENBACH; EICH, GSALBENBACH; 
Aldein; Aldino; 82; EICH, GURNDIN; EICH, GURNDIN; 
Aldein; Aldino; 84; EICH, HÄUSL; EICH, HÄUSL; 
Aldein; Aldino; 88; EICH, HEUSCHRECKHOF; EICH, MASO HEUSCHRECK; 
Aldein; Aldino; 90; EICH, KARNOL; EICH, KARNOL; 
Aldein; Aldino; 92; EICH, KOFL; EICH, KOFL; 
Aldein; Aldino; 94; EICH, LINDHOF; EICH, MASO LIND; 
Aldein; Aldino; 96; EICH, MAURACH; EICH, MAURACH; 
Aldein; Aldino; 98; EICH, SCHMIEDER; EICH, SCHMIEDER; 
Aldein; Aldino; 100; EICH, SONNE; EICH, SONNE; 
Aldein; Aldino; 102; EICH, STEINHAUS; EICH, STEINHAUS; 
Aldein; Aldino; 104; EICH, STIMPFLHOF; EICH, MASO STIMPFL; 
Aldein; Aldino; 106; EICH, TALBLICK; EICH, TALBLICK; 
Aldein; Aldino; 103; EICH, UNTERSTEINHAUS; EICH, UNTERSTEINHAUS; 
Aldein; Aldino; 108; EICH, WOLLER; EICH, WOLLER; 
Aldein; Aldino; 110; EICH, WÖTSCHL; EICH, WÖTSCHL; 
Aldein; Aldino; 112; EICH, ZOLL; EICH, ZOLL; 
Aldein; Aldino; 120; GALLERTONIWEG; VIA GALLERTONI; 
Aldein; Aldino; 132; GEAR, HAUSER; GEAR, HAUSER; 
Aldein; Aldino; 134; GEAR, LAHN; GEAR, LAHN; 
Aldein; Aldino; 136; GEAR, PAULNER; GEAR, PAULNER; 
Aldein; Aldino; 138; GEAR, ZIRMER; GEAR, ZIRMER; 
Aldein; Aldino; 155; GEWERBEGEBIET NEUSTATT; ZONA PRODUTTIVA NEUSTATT; 
Aldein; Aldino; 556; GÖLLERWEG; VIA GÖLLER; 
Aldein; Aldino; 558; GÖLLERWEG, DITELKRAMER; VIA GÖLLER, DITELKRAMER; 
Aldein; Aldino; 559; GÖLLERWEG, NEUEGG; VIA GÖLLER, NEUEGG; 
Aldein; Aldino; 557; GÖLLERWEG, TANNER; VIA GÖLLER, TANNER; 
Aldein; Aldino; 140; GRUBE; GRUBE; 
Aldein; Aldino; 142; GRUBE, BIENER; GRUBE, BIENER; 
Aldein; Aldino; 144; GRUBE, PITSCHLHOF; GRUBE, MASO PITSCHL; 
Aldein; Aldino; 146; GRUBE, STEINHAUS; GRUBE, STEINHAUS; 
Aldein; Aldino; 150; HANDWERKERZONE; ZONA ARTIGIANALE; 
Aldein; Aldino; 160; HANDWERKERZONE NEURADEIN; ZONA ARTIG. NUOVA REDAGNO; 
Aldein; Aldino; 170; HINTERHOLEN; HINTERHOLEN; 
Aldein; Aldino; 180; HOLEN; OLMI; 
Aldein; Aldino; 182; HOLEN, ADAM; OLMI, ADAM; 
Aldein; Aldino; 184; HOLEN, BERNARD; OLMI, BERNARD; 
Aldein; Aldino; 186; HOLEN, EBNERMÜHLE; OLMI, EBNERMÜHLE; 
Aldein; Aldino; 188; HOLEN, MÜLLER; OLMI, MÜLLER; 
Aldein; Aldino; 189; HOLEN, WEISSEGG; OLMI, WEISSEGG; 
Aldein; Aldino; 190; JOCHGRIMM; OCCLINI; 
Aldein; Aldino; 200; KRANEBITTWEG; VIA KRANEBITT; 
Aldein; Aldino; 202; KRANEBITTWEG, KRANEBITT; VIA KRANEBITT, KRANEBITT; 
Aldein; Aldino; 204; KRANEBITTWEG, PUTZER; VIA KRANEBITT, PUTZER; 
Aldein; Aldino; 206; KRANEBITTWEG, WIESENHEIM; VIA KRANEBITT, WIESENHEIM; 
Aldein; Aldino; 210; KRONBERG; KRONBERG; 
Aldein; Aldino; 212; KRONBERG, BACH; KRONBERG, BACH; 
Aldein; Aldino; 214; KRONBERG, BAUER AM WEG; KRONBERG, BAUER AM WEG; 
Aldein; Aldino; 216; KRONBERG, GAMPEN; KRONBERG, GAMPEN; 
Aldein; Aldino; 218; KRONBERG, HOLZ; KRONBERG, HOLZ; 
Aldein; Aldino; 220; KRONBERG, LÖG; KRONBERG, LÖG; 
Aldein; Aldino; 222; KRONBERG, MÖRTH; KRONBERG, MÖRTH; 
Aldein; Aldino; 226; KRONBERG, TONL; KRONBERG, TONL; 
Aldein; Aldino; 228; KRONBERG, ZÖBEL; KRONBERG, ZÖBEL; 
Aldein; Aldino; 224; KRONBERG,TIELER; KRONBERG, TIELER; 
Aldein; Aldino; 230; LERCH; LERCH; 
Aldein; Aldino; 232; LERCH, BAUER AM LEHEN; LERCH, BAUER AM LEHEN; 
Aldein; Aldino; 234; LERCH, BICHL; LERCH, BICHL; 
Aldein; Aldino; 236; LERCH, EIPER; LERCH, EIPER; 
Aldein; Aldino; 238; LERCH, FLASCHER; LERCH, FLASCHER; 
Aldein; Aldino; 240; LERCH, HÄUSLER; LERCH, HÄUSLER; 
Aldein; Aldino; 242; LERCH, HUANZ; LERCH, HUANZ; 
Aldein; Aldino; 244; LERCH, LARCHER; LERCH, LARCHER; 
Aldein; Aldino; 246; LERCH, LEIT; LERCH, LEIT; 
Aldein; Aldino; 248; LERCH, MOSER; LERCH, MOSER; 
Aldein; Aldino; 250; LERCH, PIRCHER; LERCH, PIRCHER; 
Aldein; Aldino; 254; LERCH, REITERER; LERCH, REITERER; 
Aldein; Aldino; 252; LERCH, RENNER; LERCH, RENNER; 
Aldein; Aldino; 256; LERCH, RUANER; LERCH, RUANER; 
Aldein; Aldino; 258; LERCH, SCHEIDNER; LERCH, SCHEIDNER; 
Aldein; Aldino; 260; LERCH, SCHLÖGLER; LERCH, SCHLÖGLER; 
Aldein; Aldino; 262; LERCH, SCHMIEDERALM; LERCH, MALGA SCHMIEDER; 
Aldein; Aldino; 264; LERCH, SCHNELL; LERCH, SCHNELL; 
Aldein; Aldino; 266; LERCH, SCHORNHOF; LERCH, MASO SCHORN; 
Aldein; Aldino; 268; LERCH, SONNBERG; LERCH, SONNBERG; 
Aldein; Aldino; 270; LERCH, SONNLEITEN; LERCH, SONNLEITEN; 
Aldein; Aldino; 272; LERCH, STÜRZHOF; LERCH, MASO STÜRZ; 
Aldein; Aldino; 274; LERCH, THALERHOF; LERCH, THALERHOF; 
Aldein; Aldino; 276; LERCH, THALERHOF-KASER; LERCH, THALERHOF-KASER; 
Aldein; Aldino; 278; LERCH, UNICH; LERCH, UNICH; 
Aldein; Aldino; 280; LERCH, WÖSERHOF; LERCH, MASO WÖSER; 
Aldein; Aldino; 290; MESSNERWEG; VIA MESSNER; 
Aldein; Aldino; 292; MESSNERWEG, MESSNER; VIA MESSNER, MESSNER; 
Aldein; Aldino; 300; MITTERSTRICH; MITTERSTRICH; 
Aldein; Aldino; 302; MITTERSTRICH, AUCHT; MITTERSTRICH, AUCHT; 
Aldein; Aldino; 304; MITTERSTRICH, BERGFRIED; MITTERSTRICH, BERGFRIED; 
Aldein; Aldino; 308; MITTERSTRICH, FIN; MITTERSTRICH, FIN; 
Aldein; Aldino; 310; MITTERSTRICH, FÖRSTER; MITTERSTRICH, FÖRSTER; 
Aldein; Aldino; 312; MITTERSTRICH, GÄRBER; MITTERSTRICH, GÄRBER; 
Aldein; Aldino; 314; MITTERSTRICH, GRABENWIES; MITTERSTRICH, GRABENWIES; 
Aldein; Aldino; 316; MITTERSTRICH, LEHNER; MITTERSTRICH, LEHNER; 
Aldein; Aldino; 318; MITTERSTRICH, NEUAUCHT; MITTERSTRICH, NEUAUCHT; 
Aldein; Aldino; 320; MITTERSTRICH, ÖLHÄUSL; MITTERSTRICH, ÖLHÄUSL; 
Aldein; Aldino; 322; MITTERSTRICH, RASTER; MITTERSTRICH, RASTER; 
Aldein; Aldino; 324; MITTERSTRICH, RESCHEN; MITTERSTRICH, RESCHEN; 
Aldein; Aldino; 326; MITTERSTRICH, TOLLEN; MITTERSTRICH, TOLLEN; 
Aldein; Aldino; 328; MITTERSTRICH, TRENNEWIES; MITTERSTRICH, TRENNEWIES; 
Aldein; Aldino; 330; MITTERSTRICH, WALDEGG; MITTERSTRICH, WALDEGG; 
Aldein; Aldino; 332; MITTERSTRICH, WALDRAST; MITTERSTRICH, WALDRAST; 
Aldein; Aldino; 340; NEURADEIN; NUOVA REDAGNO; 
Aldein; Aldino; 350; OBERRADEIN; REDAGNO DI SOPRA; 
Aldein; Aldino; 354; OBERRADEIN, CEOLHAUS; REDAGNO DI SOPRA,CASACEOL; 
Aldein; Aldino; 356; OBERRADEIN, DIELERHOF; REDAGNO DI SOPRA,M.DIELER; 
Aldein; Aldino; 358; OBERRADEIN, KOLMERHOF; REDAGNO DI SOPRA,M.KOLMER; 
Aldein; Aldino; 360; OBERRADEIN, NIGGL; REDAGNO DI SOPRA, NIGGL; 
Aldein; Aldino; 362; OBERRADEIN, OBERKOFL; REDAGNO DI SOPRA,OBERKOFL; 
Aldein; Aldino; 366; OBERRADEIN, SCHNEIDER; REDAGNO DI SOPRA,SCHNEIDER; 
Aldein; Aldino; 368; OBERRADEIN, SCHROTT; REDAGNO DI SOPRA, SCHROTT; 
Aldein; Aldino; 370; OBERRADEIN, THOMASER; REDAGNO DI SOPRA,THOMASER; 
Aldein; Aldino; 372; OBERRADEIN, VEIDL; REDAGNO DI SOPRA, VEIDL; 
Aldein; Aldino; 374; OBERRADEIN, WASTLHOF; REDAGNO DI SOPRA, M.WASTL; 
Aldein; Aldino; 376; OBERRADEIN, WIDUMHOF; REDAGNO DI SOPRA, M.WIDUM; 
Aldein; Aldino; 378; OBERRADEIN, WÖLFL; REDAGNO DI SOPRA, WÖLFL; 
Aldein; Aldino; 380; OBERRADEIN, ZIRMERHOF; REDAGNO DI SOPRA,M.ZIRMER; 
Aldein; Aldino; 364; OBERRADEIN,ROTER ADLER; REDAGNO DI SOPRA,ROTER ADLER; 
Aldein; Aldino; 390; PIEGELBERG; PIEGELBERG; 
Aldein; Aldino; 392; PIEGELBERG, STAMPFER; PIEGELBERG, STAMPFER; 
Aldein; Aldino; 400; SCHIESSSTANDWEG; VIA DEL BERSAGLIO; 
Aldein; Aldino; 410; SPORTPLATZWEG; VIA DEL CAMPO SPORTIVO; 
Aldein; Aldino; 420; SUNNWEG; VIA SUNN; 
Aldein; Aldino; 430; THALWEG; VIA THAL; 
Aldein; Aldino; 432; THALWEG, ALTWIDUM; VIA THAL, ALTWIDUM; 
Aldein; Aldino; 434; THALWEG, HOLZMANN; VIA THAL, HOLZMANN; 
Aldein; Aldino; 436; THALWEG, LOCH; VIA THAL, LOCH; 
Aldein; Aldino; 440; UNTERER MITTERSTRICH; UNTERER MITTERSTRICH; 
Aldein; Aldino; 442; UNTERER MITTERSTRICH,KINIG; UNTERER MITTERSTRICH,KINIG; 
Aldein; Aldino; 444; UNTERER MITTERSTRICH,RAUTH; UNTERER MITTERSTRICH,RAUTH; 
Aldein; Aldino; 450; UNTERRADEIN; REDAGNO DI SOTTO; 
Aldein; Aldino; 452; UNTERRADEIN, BERGHEIM; REDAGNO DI SOTTO,BERGHEIM; 
Aldein; Aldino; 454; UNTERRADEIN, FÖLSER; REDAGNO DI SOTTO, FÖLSER; 
Aldein; Aldino; 555; UNTERRADEIN, HAUS RUBIN; REDAGNO DI SOTTO, CASA RUBIN; 
Aldein; Aldino; 456; UNTERRADEIN, KOLMER; REDAGNO DI SOTTO, KOLMER; 
Aldein; Aldino; 460; UNTERRADEIN, MÜLLER; REDAGNO DI SOTTO, MÜLLER; 
Aldein; Aldino; 464; UNTERRADEIN, RITZ; REDAGNO DI SOTTO, RITZ; 
Aldein; Aldino; 466; UNTERRADEIN, SCHMIED; REDAGNO DI SOTTO, SCHMIED; 
Aldein; Aldino; 468; UNTERRADEIN, TROGER; REDAGNO DI SOTTO, TROGER; 
Aldein; Aldino; 470; UNTERRADEIN, WALCHER; REDAGNO DI SOTTO, WALCHER; 
Aldein; Aldino; 462; UNTERRADEIN,RECHENMACHER; RED. DI SOTTO,RECHENMACHER; 
Aldein; Aldino; 480; WALDHEIMWEG; VIA WALDHEIM; 
Aldein; Aldino; 490; WIESERWALDWEG; VIA WIESERWALD; 
Aldein; Aldino; 500; WILDEICH; WILDEICH; 
Aldein; Aldino; 502; WILDEICH, BURGSTALL; WILDEICH, BURGSTALL; 
Aldein; Aldino; 506; WILDEICH, GRUAB; WILDEICH, GRUAB; 
Aldein; Aldino; 510; WILDEICH, JOSL; WILDEICH, JOSL; 
Aldein; Aldino; 512; WILDEICH, KERSCHBAUMER; WILDEICH, KERSCHBAUMER; 
Aldein; Aldino; 514; WILDEICH, NEUSTADT; WILDEICH, NEUSTADT; 
Aldein; Aldino; 516; WILDEICH, OBERLEHEN; WILDEICH, OBERLEHEN; 
Aldein; Aldino; 518; WILDEICH, PIEGLEIDERHOF; WILDEICH, MASO PIEGLEIDER; 
Aldein; Aldino; 520; WILDEICH, PUNZ; WILDEICH, PUNZ; 
Aldein; Aldino; 522; WILDEICH, SANTNER; WILDEICH, SANTNER; 
Aldein; Aldino; 524; WILDEICH, SOLDERER; WILDEICH, SOLDERER; 
Aldein; Aldino; 528; WILDEICH, UNTERLEHEN; WILDEICH, UNTERLEHEN; 
Aldein; Aldino; 530; WILDEICH, WALDSEE; WILDEICH, WALDSEE; 
Aldein; Aldino; 532; WILDEICH, WIESENTAL; WILDEICH, WIESENTAL; 
Aldein; Aldino; 534; WILDEICH, WINDWERF; WILDEICH, WINDWERF; 
Aldein; Aldino; 540; WINKL; WINKL; 
Aldein; Aldino; 542; WINKL, GRÜBL; WINKL, GRÜBL; 
Aldein; Aldino; 544; WINKL, HOFER; WINKL, HOFER; 
Aldein; Aldino; 546; WINKL, MATZNELL; WINKL, MATZNELL; 
Aldein; Aldino; 548; WINKL, MÖSSLER; WINKL, MÖSSLER; 
Aldein; Aldino; 550; WINKL, OBERZÖGGEN; WINKL, OBERZÖGGEN; 
Aldein; Aldino; 552; WINKL, UNTERZÖGGEN; WINKL, UNTERZÖGGEN; 
Aldein; Aldino; 554; WINKL, WIES; WINKL, WIES; 
Andrian; Andriano; 10; BINDERGASSE; VIA DEI BOTTAI; 
Andrian; Andriano; 20; EPPANERSTRASSE; VIA APPIANO; 
Andrian; Andriano; 130; FESTENSTEINERWEG; VIA FESTENSTEIN; 
Andrian; Andriano; 30; GISSHÜBELWEG; VIA GISSHÜBEL; 
Andrian; Andriano; 40; HOCHEPPANERWEG; VIA HOCHEPPAN; 
Andrian; Andriano; 200; JOHANN-GAMPER-WEG; VIA JOHANN GAMPER; 
Andrian; Andriano; 140; JOHANN-NEPOMUK-DAVID-WEG; VIA JOHANN NEPOMUK DAVID; 
Andrian; Andriano; 210; JOHANN-SILBERNAGL-WEG; VIA JOHANN SILBERNAGL; 
Andrian; Andriano; 50; KIRCHWEG; VIA DELLA CHIESA; 
Andrian; Andriano; 60; KRIPPWEG; VIA KRIPP; 
Andrian; Andriano; 170; MÜHLBACHSTRASSE; VIA MÜHLBACH; 
Andrian; Andriano; 180; PETER-BONELL-WEG; VIA PETER BONELL; 
Andrian; Andriano; 220; PETER-PIRCHER-WEG; VIA PETER PIRCHER; 
Andrian; Andriano; 150; SCHWIMMBADSTRASSE; VIA LIDO; 
Andrian; Andriano; 80; SERVITENWEG; VIA DEI SERVITI; 
Andrian; Andriano; 90; SONNENSTRASSE; VIA DEL SOLE; 
Andrian; Andriano; 70; ST.-URBAN-PLATZ; PIAZZA S.URBANO; 
Andrian; Andriano; 230; STEINWEG; VIA STEIN; 
Andrian; Andriano; 190; UNTERBERGWEG; VIA UNTERBERG; 
Andrian; Andriano; 160; UNTERRAINERSTRASSE; VIA RIVA DI SOTTO; 
Andrian; Andriano; 100; WEHRBURGSTRASSE; VIA WEHRBURG; 
Andrian; Andriano; 110; WEINGARTENWEG; VIA VIGNETI; 
Andrian; Andriano; 240; WOLFSTHURNSTRASSE; VIA WOLFSTHURN; 
Altrei; Anterivo; 20; B.-JOHANNES-ZWERGER-PLATZ; PIAZZA  V.JOHANNES ZWERGER; 
Altrei; Anterivo; 80; BILD.-HEINRICH-LUDWIG-WEG; VIA  SCULT.HEINRICH LUDWIG; 
Altrei; Anterivo; 30; DR.-JOSEF-NOLDIN-STRASSE; VIA  DR. JOSEF NOLDIN; 
Altrei; Anterivo; 0; EBEN; PRAMARINO; 
Altrei; Anterivo; 100; ENGADEINERGASSE; VICOLO  ENGADEINER; 
Altrei; Anterivo; 70; ENN-UND-CALDIFF-STRASSE; VIA  ENN E CALDIFF; 
Altrei; Anterivo; 200; FOLOGNOHOF; MASO FOLOGNO; 
Altrei; Anterivo; 50; GOTTSCHALKSTRASSE; VIA  GOTTSCHALK; 
Altrei; Anterivo; 0; GUGGAL; GUGGAL; 
Altrei; Anterivo; 90; HOHLWEG; VIA  HOHL; 
Altrei; Anterivo; 60; IM KREUZACKER; VIA  KREUZACKER; 
Altrei; Anterivo; 140; KAN.-MICHAEL-GAMPER-STR.; VIA  CAN. MICHAEL GAMPER; 
Altrei; Anterivo; 230; KARNATSCHERHÖFE; MASI  KARNATSCHER; 
Altrei; Anterivo; 150; KATHARINA-LANZ-STRASSE; VIA  KATHARINA LANZ; 
Altrei; Anterivo; 210; MÜHLEN; MOLINI; 
Altrei; Anterivo; 130; PICHLWEG; VIA  PICHL; 
Altrei; Anterivo; 120; PROF.-ALOIS-ZWERGER-STR.; VIA  PROF.ALOIS ZWERGER; 
Altrei; Anterivo; 40; RATHAUSPLATZ; PIAZZA  DEL MUNICIPIO; 
Altrei; Anterivo; 10; SCHIESSSTANDWEG; VIA  DEL TIRO A SEGNO; 
Altrei; Anterivo; 250; SPORTZONE; Zona SPORTIVA; 
Altrei; Anterivo; 240; STREUGEHÖFTE; Località  CASE SPARSE; 
Altrei; Anterivo; 110; WINKELWEG; VIA  WINKEL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 64; AICHWEG; STRADA AICA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 83; ALBERTUS-MAGNUS-PLATZ; PIAZZA ALBERTUS MAGNUS; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 79; AM EICHAMT; VIA EICHAMT; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 29; ANDREAS-HOFER-STRASSE; VIA ANDREAS HOFER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 62; BADLWEG; VIA BADL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 57; BAHNHOFPLATZ; PIAZZA STAZIONE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 58; BAHNHOFSTRASSE; VIA STAZIONE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 31; BERGWEG; VIA MONTE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 8; BILDSTÖCKLWEG; VIA DEL CAPITELLO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 4; BOZNER STRASSE; VIA BOLZANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 18; BUCHWALDWEG; STRADA FAEDO D'APPIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 6; FELDWEG; STRADA DEI CAMPI; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 146; FRANZ-OBERSTEINER-GASSE; VICOLO FRANZ OBERSTEINER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 140; FRANZ-SCHÖPF-WEG; VIA FRANZ SCHÖPF; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 24; GAIDER WEG; STRADA GAIDO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 99999; GEMEINDEHAUSWEG; VIA DELLA CASA COMUNALE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 39; GIRLANER PLATZ; PIAZZA CORNAIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 17; GIRLANER STRASSE; VIA CORNAIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 34; GOLDGASSE; VIA DELL'ORO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 75; HANDWERKERSTRASSE; VIA ARTIGIANI; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 85; HANS-NICOLUSSI-LECK-STRASSE; VIA HANS NICOLUSSI-LECK; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 74; HANS-WEBER-TYROL-PLATZ; PIAZZA HANS WEBER TYROL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 11; HOCHEPPANER WEG; STRADA CASTEL D'APPIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 77; HUBERFELDWEG; STRADA HUBERFELD; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 88; HUGO-ZUBER-WEG; VIA HUGO ZUBER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 92; IGNAZ-GABLONER-WEG; VIA IGNAZ GABLONER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 42; J.-G.-PLAZER-STRASSE; VIA J.G.PLAZER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 10; JESUHEIMSTRASSE; VIA CASA DI GESÙ; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 60; JOSEF-INNERHOFER-STRASSE; VIA JOSEF INNERHOFER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 5; KALTERER STRASSE; VIA CALDARO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 9; KAPUZINERSTRASSE; VIA CAPPUCCINI; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 69; KASTANIENWEG; VIA DELLE CASTAGNE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 25; KRAFUSSWEG; STRADA GRAVOSA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 44; KREUZSTEINWEG; STRADA SASSO CROCE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 63; KREUZWEG; CROCEVIA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 67; LAMBRECHTSWEG; VIA LAMBRECHT; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 21; LAMMWEG; VIA LAMM; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 80; LAUBENDURCHGANG; PASSAGGIO PORTICI; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 78; LUZIAFELDWEG; STRADA LUZIAFELD; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 26; MADERNEIDSTRASSE; VIA MADERNETO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 86; MADOOS; MADOOS; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 27; MARIA-RAST-WEG; STRADA MADONNA DEL RIPOSO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 3; MARKLHOFWEG; STRADA BELVEDERE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 20; MARKTSTRASSE; VIA DELLA FIERA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 87; MAROL; MAROL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 28; MATSCHATSCHER WEG; STRADA MASACCIO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 71; MAX-SPARER-STRASSE; VIA MAX SPARER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 90; MEBO; MEBO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 84; MENDELSTRASSE; VIA MENDOLA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 30; MISSIANER WEG; VIA MISSIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 73; MITTERLINGWEG; VIA MITTERLING; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 32; MONTIGGLER STRASSE; VIA MONTICOLO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 19; MÜHLWEG; VIA MOLINO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 204; NAUNWEG; VIA NAUN; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 2; NUSSBAUMERWEG; VIA NUSSBAUMER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 52; PAULSER PLATZ; PIAZZA S. PAOLO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 53; PAULSER STRASSE; VIA S. PAOLO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 38; PERDONIGER WEG; STRADA PRADONICO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 7; PFARRGASSE; VICOLO DELLA PARROCCHIA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 37; PIGENOER WEG; VIA PIGANÒ; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 35; PILLHOFSTRASSE; VIA PILLHOF; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 36; PLATZLWEG; STRADA DELLA PIAZZETTA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 70; PRANZOLLWEG; VIA PRANZOLL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 55; RATHAUSPLATZ; PIAZZA MUNICIPIO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 14; REINSPERGWEG; STRADA CASTEL MONTERIVA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 68; RITTSTEINWEG; VIA RITTSTEIN; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 43; RUNGGWEG; STRADA RONCO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 13; SCHLOSS-WARTH-WEG; STRADA CASTEL GUARDIA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 16; SCHRECKBICHLER WEG; STRADA COLTERENZIO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 15; SCHULTHAUSER WEG; STRADA CASTEL PALU'; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 81; SCHULWEG; VIA DELLA SCUOLA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 23; SEPP-KERSCHBAUMER-STRASSE; VIA SEPP KERSCHBAUMER; 
