GEMEINDE_COMUNE_DE; GEMEINDE_COMUNE_IT; CODE_STRASSE_VIA; STRASSE_VIA_DE; STRASSE_VIA_IT; 
Tisens; Tesimo; 351; SONDHOF; SONDHOF; 
Tisens; Tesimo; 814; SONNEGG; SONNEGG; 
Tisens; Tesimo; 345; SONNENHEIM; SONNENHEIM; 
Tisens; Tesimo; 906; SONNGART; SONNGART; 
Tisens; Tesimo; 7; SONNHOF; SONNHOF; 
Tisens; Tesimo; 122; SPENGLER; SPENGLER; 
Tisens; Tesimo; 123; SPIELWEBER; SPIELWEBER; 
Tisens; Tesimo; 50; SPORTPLATZ; SPORTPLATZ; 
Tisens; Tesimo; 51; ST.ANTON; ST.ANTON; 
Tisens; Tesimo; 915; ST.HIPPOLYT; ST.HIPPOLYT; 
Tisens; Tesimo; 618; ST.JAKOB; ST.JAKOB; 
Tisens; Tesimo; 750; STALLER; STALLER; 
Tisens; Tesimo; 399; STANGER; STANGER; 
Tisens; Tesimo; 621; STAUDACH; STAUDACH; 
Tisens; Tesimo; 373; STEGSCHMIED; STEGSCHMIED; 
Tisens; Tesimo; 277; STEINBOGEN; STEINBOGEN; 
Tisens; Tesimo; 158; STEINEGG; STEINEGG; 
Tisens; Tesimo; 159; STEINEGG-NEBENHAUS; STEINEGG-NEBENHAUS; 
Tisens; Tesimo; 945; STEINMANN; STEINMANN; 
Tisens; Tesimo; 946; STEINMANNHÜTTL; STEINMANNHÜTTL; 
Tisens; Tesimo; 152; STEINMETZ; STEINMETZ; 
Tisens; Tesimo; 921; STRASSENWÄRTERHAUS; STRASSENWÄRTERHAUS; 
Tisens; Tesimo; 92; STRICKER; STRICKER; 
Tisens; Tesimo; 612; STUBER; STUBER; 
Tisens; Tesimo; 404; SUNNLEIT; SUNNLEIT; 
Tisens; Tesimo; 3; SUNNLEITER; SUNNLEITER; 
Tisens; Tesimo; 148; SUNNRIED; SUNNRIED; 
Tisens; Tesimo; 271; SUNNWEND; SUNNWEND; 
Tisens; Tesimo; 950; SUNNWIES; SUNNWIES; 
Tisens; Tesimo; 150; TALBLICK; TALBLICK; 
Tisens; Tesimo; 941; TALMÜHLE; TALMÜHLE; 
Tisens; Tesimo; 704; TALSÄGE; TALSÄGE; 
Tisens; Tesimo; 147; TANNENWALD; TANNENWALD; 
Tisens; Tesimo; 169; TELEKOM; TELEKOM; 
Tisens; Tesimo; 603; THALERHOF; THALERHOF; 
Tisens; Tesimo; 12; THEATERSAAL; THEATERSAAL; 
Tisens; Tesimo; 332; TIROLERHOF; TIROLERHOF; 
Tisens; Tesimo; 146; TISCHLER; TISCHLER; 
Tisens; Tesimo; 615; TISCHLEREI PIAZZI; TISCHLEREI PIAZZI; 
Tisens; Tesimo; 28; TISCHLERHEIM; TISCHLERHEIM; 
Tisens; Tesimo; 173; TISENS; TESIMO; 
Tisens; Tesimo; 171; TISNERHOF-STALL; TISNERHOF-STALL; 
Tisens; Tesimo; 137; TISOG-BÜRO; TISOG-BÜRO; 
Tisens; Tesimo; 9; TREIBGASS; TREIBGASS; 
Tisens; Tesimo; 272; TROGERHOF; TROGERHOF; 
Tisens; Tesimo; 154; TSCHENGGHOF; TSCHENGGHOF; 
Tisens; Tesimo; 938; ULPMER; ULPMER; 
Tisens; Tesimo; 298; UNGERERHÜTTL; UNGERERHÜTTL; 
Tisens; Tesimo; 809; UNTERADAM; UNTERADAM; 
Tisens; Tesimo; 813; UNTERBACHGUT; UNTERBACHGUT; 
Tisens; Tesimo; 372; UNTERBÄCK; UNTERBÄCK; 
Tisens; Tesimo; 752; UNTERBAD; UNTERBAD; 
Tisens; Tesimo; 758; UNTERBICHL; UNTERBICHL; 
Tisens; Tesimo; 741; UNTEREGGER; UNTEREGGER; 
Tisens; Tesimo; 1; UNTERFABIAN; UNTERFABIAN; 
Tisens; Tesimo; 323; UNTERFEUERSING; UNTERFEUERSING; 
Tisens; Tesimo; 78; UNTERGRABEN; UNTERGRABEN; 
Tisens; Tesimo; 736; UNTERHASELRAST; UNTERHASELRAST; 
Tisens; Tesimo; 803; UNTERHAUSER; UNTERHAUSER; 
Tisens; Tesimo; 805; UNTERHOFER; UNTERHOFER; 
Tisens; Tesimo; 397; UNTERKASATSCH; UNTERKASATSCH; 
Tisens; Tesimo; 944; UNTERMAIR; UNTERMAIR; 
Tisens; Tesimo; 822; UNTERPRÜNST; UNTERPRÜNST; 
Tisens; Tesimo; 253; UNTERRASTBUCH; UNTERRASTBUCH; 
Tisens; Tesimo; 293; UNTERSANDBICHL; UNTERSANDBICHL; 
Tisens; Tesimo; 353; UNTERTREIBGASS; UNTERTREIBGASS; 
Tisens; Tesimo; 60; UNTERWEGER; UNTERWEGER; 
Tisens; Tesimo; 770; UNTERWIRTS ALM; UNTERWIRTS ALM; 
Tisens; Tesimo; 117; VATZNAGERHÜTTL; VATZNAGERHÜTTL; 
Tisens; Tesimo; 359; VERKEHRBÜRO; VERKEHRBÜRO; 
Tisens; Tesimo; 64; VILLA BLAAS; VILLA BLAAS; 
Tisens; Tesimo; 109; VILLA BRUNHILDE; VILLA BRUNHILDE; 
Tisens; Tesimo; 306; VILLA DAHEIM; VILLA DAHEIM; 
Tisens; Tesimo; 35; VILLA EGGER; VILLA EGGER; 
Tisens; Tesimo; 39; VILLA LYDIA; VILLA LYDIA; 
Tisens; Tesimo; 370; VILLA PALLWEBER; VILLA PALLWEBER; 
Tisens; Tesimo; 807; VISENTEIN; VISENTEIN; 
Tisens; Tesimo; 281; WAGNER; WAGNER; 
Tisens; Tesimo; 933; WALCH; WALCH; 
Tisens; Tesimo; 832; WALDBICHL; WALDBICHL; 
Tisens; Tesimo; 745; WALDEGGER; WALDEGGER; 
Tisens; Tesimo; 393; WALDFRIEDEN; WALDFRIEDEN; 
Tisens; Tesimo; 74; WALDHEIM; WALDHEIM; 
Tisens; Tesimo; 936; WALDRAND; WALDRAND; 
Tisens; Tesimo; 286; WALDRAST; WALDRAST; 
Tisens; Tesimo; 72; WALDRUHE; WALDRUHE; 
Tisens; Tesimo; 2; WEBER; WEBER; 
Tisens; Tesimo; 610; WECKHOF; WECKHOF; 
Tisens; Tesimo; 391; WEGER; WEGER; 
Tisens; Tesimo; 80; WEGSCHEID; WEGSCHEID; 
Tisens; Tesimo; 260; WEHRBURG; WEHRBURG; 
Tisens; Tesimo; 285; WEINGARTNER; WEINGARTNER; 
Tisens; Tesimo; 10; WIDUM; WIDUM; 
Tisens; Tesimo; 341; WIESENGRUND; WIESENGRUND; 
Tisens; Tesimo; 379; WIESENHEIM; WIESENHEIM; 
Tisens; Tesimo; 395; WIESENHEIMER; WIESENHEIMER; 
Tisens; Tesimo; 107; WIESENLEITEN; WIESENLEITEN; 
Tisens; Tesimo; 616; WIESER; WIESER; 
Tisens; Tesimo; 925; WIESGUT; WIESGUT; 
Tisens; Tesimo; 384; WIESNEGG; WIESNEGG; 
Tisens; Tesimo; 939; WITMAIR; WITMAIR; 
Tisens; Tesimo; 937; WOCHENENDHAUS; WOCHENENDHAUS; 
Tisens; Tesimo; 317; ZEHENTER; ZEHENTER; 
Tisens; Tesimo; 52; ZENTRAL.GRUNDSCHULE; ZENTRAL.GRUNDSCHULE; 
Tisens; Tesimo; 705; ZOTH; ZOTH; 
Tisens; Tesimo; 702; ZWINGENBURG; ZWINGENBURG; 
Tiers; Tires; 101; ALTE TIERSER STRASSE; STRADA VECCHIA; 
Tiers; Tires; 102; BACHERWEG; VIA BACHER; 
Tiers; Tires; 103; GANNE; GANNE; 
Tiers; Tires; 104; GAUENBERG; GAUENBERG; 
Tiers; Tires; 105; GEMAIER; GEMAIER; 
Tiers; Tires; 106; KANTUN; KANTUN; 
Tiers; Tires; 107; MITTELSTRICH; MITTELSTRICH; 
Tiers; Tires; 108; MÜHLWEG; VIA DEL MULINO; 
Tiers; Tires; 109; NIGERSTRASSE; VIA NIGRA; 
Tiers; Tires; 110; OBERSTRASSE; OBERSTRASSE; 
Tiers; Tires; 111; PAINBERG; PAINBERG; 
Tiers; Tires; 112; ST.-GEORG-STRASSE; VIA SAN GIORGIO; 
Tiers; Tires; 113; ST.-ZYPRIAN-STRASSE; VIA SAN CIPRIANO; 
Tiers; Tires; 114; VÖLSEGGER WEG; VIA VÖLSEGG; 
Tiers; Tires; 115; WEISSLAHN; WEISSLAHN; 
Tiers; Tires; 116; WINKLWEG; VIA WINKL; 
Tirol; Tirolo; 10; AICHWEG; VIA AICA; 
Tirol; Tirolo; 230; EZRA POUND-WEG; VIA EZRA POUND; 
Tirol; Tirolo; 20; GNAIDWEG; VIA GNAID; 
Tirol; Tirolo; 30; HASLACHSTRASSE; VIA ASLAGO; 
Tirol; Tirolo; 40; HAUPTSTRASSE; VIA PRINCIPALE; 
Tirol; Tirolo; 50; JAUFENSTRASSE; VIA DEL GIOVO; 
Tirol; Tirolo; 180; KESCHTNGASSE; VICOLO DEI CASTAGNI; 
Tirol; Tirolo; 60; LINGWEG; VIA LING; 
Tirol; Tirolo; 190; LUTZWEG; VIA LUTZ; 
Tirol; Tirolo; 160; MÜHLANGER-WEG; VIA MÜHLANGER; 
Tirol; Tirolo; 110; MUTHÖFEWEG; VIA MASI ALLA MUTA; 
Tirol; Tirolo; 220; PUIT; PUIT; 
Tirol; Tirolo; 170; PURENWEG; VIA PUREN; 
Tirol; Tirolo; 150; RUPRECHTSWEG; VIA RUPRECHT; 
Tirol; Tirolo; 70; SCHLOSSWEG; VIA DEL CASTELLO; 
Tirol; Tirolo; 80; SEGENBÜHELWEG; VIA MONTE BENEDETTO; 
Tirol; Tirolo; 90; SEMINARSTRASSE; VIA DEL SEMINARIO; 
Tirol; Tirolo; 120; SPRONSERWEG; VIA SOPRANES; 
Tirol; Tirolo; 130; ST.PETERSTRASSE; VIA SAN PIETRO; 
Tirol; Tirolo; 100; TANZGASSE; VIA TANZ; 
Tirol; Tirolo; 140; ZENOBERGWEG; VIA MONTE S.ZENO; 
Truden; Trodena; 70; ALTER FUHRWEG; VIA VECCHIA; 
Truden; Trodena; 380; ALTER LANDWEG; VIA ALTER LANDWEG; 
Truden; Trodena; 140; AM BAHNHOF; ALLA STAZIONE; 
Truden; Trodena; 340; AM KOFL; AM KOFL; 
Truden; Trodena; 280; ANDREAS-HOFER-STRASSE; VIA ANDREAS HOFER; 
Truden; Trodena; 120; BEDOLIGASSE; VICOLO BEDOLI; 
Truden; Trodena; 400; BONELLPLATZL; PIAZZETTA BONELL; 
Truden; Trodena; 80; BOSNIAWEG; VIA BOSNIA; 
Truden; Trodena; 30; CHRISTLWEG; VIA CHRISTL; 
Truden; Trodena; 410; CISLONERSTRASSE; VIA CISLON; 
Truden; Trodena; 60; COPARA; COPARA; 
Truden; Trodena; 170; DIOBONOPLATZ; PIAZZA DIOBONO; 
Truden; Trodena; 250; DR.-JOSEF-NOLDIN-STRASSE; VIA DR.JOSEF NOLDIN; 
Truden; Trodena; 150; FELDWEG; VIA CAMPAGNA; 
Truden; Trodena; 40; FLEIMSTALER STRASSE; VIA VAL DI FIEMME; 
Truden; Trodena; 330; FRANZWEBERWEG; VIA FRANZWEBER; 
Truden; Trodena; 210; GOSTENWEG; VIA GOSTEN; 
Truden; Trodena; 490; HANDWERKERZONE; ZONA ARTIGIANALE; 
Truden; Trodena; 200; HAUPTSTRASSE; STRADA PRINCIPALE; 
Truden; Trodena; 390; HÖRMANNWEG; VIA HÖRMANN; 
Truden; Trodena; 220; IN DER GRANZ; IN DER GRANZ; 
Truden; Trodena; 50; JOSEF-MAYR-NUSSER-STRASSE; VIA JOSEF MAYR NUSSER; 
Truden; Trodena; 260; KAJETAN-PACHER-STRASSE; VIA KAJETAN PACHER; 
Truden; Trodena; 430; KALKOFENWEG; VIA CALCARA; 
Truden; Trodena; 360; KIRCHPLATZ ST.BLASIUS; PIAZZA CHIESA S.BIAGIO; 
Truden; Trodena; 310; KÖCKNSCHMIEDGASSE; VIA KÖCKNSCHMIED; 
Truden; Trodena; 420; KRUEGNERWEG; VIA KRUEGEN; 
Truden; Trodena; 450; LANDESSTRASSE; STRADA PROVINCIALE; 
Truden; Trodena; 270; LEONHARD-VON-LIEBENER-STR; VIA LEONHARD VON LIEBENER; 
Truden; Trodena; 20; MÜHLNER STRASSE; VIA MOLINI; 
Truden; Trodena; 100; NASA; LOC. NASA; 
Truden; Trodena; 300; NIKALOWEG; VIA NIKALO'; 
Truden; Trodena; 10; PAUSA; PAUSA; 
Truden; Trodena; 110; PEGOLOTTI; LOC. PEGOLOTTI; 
Truden; Trodena; 460; PEZZAHOF; MASO PEZZA; 
Truden; Trodena; 230; PICHALAWEG; VIA PICHALA; 
Truden; Trodena; 350; PINTERGASSE; VICOLO PINTER; 
Truden; Trodena; 440; PROPHETENGASSE; VICOLO PROPHETEN; 
Truden; Trodena; 320; RÄDERMACHERWEG; VIA RÄDERMACHER; 
Truden; Trodena; 240; RUNGGANÖWEG; VIA RUNGGANÖ; 
Truden; Trodena; 470; RUNGGENHOF; MASO RUNGGEN; 
Truden; Trodena; 370; SÄGEWEG; VIA SEGHERIA; 
Truden; Trodena; 290; SCHMIEDGASSE; VICOLO DEL FABBRO; 
Truden; Trodena; 190; SCOFAHOF; MASO SCOFA; 
Truden; Trodena; 130; SPIELPARKWEG; VIA PARCO; 
Truden; Trodena; 500; SPORTZONE  RUNGGEN; ZONA SPORTIVA RUNGGEN; 
Truden; Trodena; 520; TURCHIA; TURCHIA; 
Truden; Trodena; 510; URSULA-STRUMECKER-STRASSE; VIA URSULA STRUMECKER; 
Truden; Trodena; 160; WIDUMGASSE; VICOLO CANONICA; 
Truden; Trodena; 480; WIESENWEG; AI PRATI; 
Truden; Trodena; 180; ZUM COSTAHOF; VIA MASO COSTA; 
Truden; Trodena; 90; ZUR GIPSGRUBE; VIA CAVA; 
Taufers im Münstertal; Tubre; 20; AVIGNAWEG; VIA AVIGNA; 
Taufers im Münstertal; Tubre; 50; HANDWERKERSTRASSE; VIA DEGLI ARTIGIANI; 
Taufers im Münstertal; Tubre; 60; KIRCHGASSE; VIA DELLA CHIESA; 
Taufers im Münstertal; Tubre; 80; MÜHLWEG; VIA DEI MULINI; 
Taufers im Münstertal; Tubre; 90; PETNAL; PETNAL; 
Taufers im Münstertal; Tubre; 100; PLUR; PLUR; 
Taufers im Münstertal; Tubre; 110; PRADATSCH; PRADATSCH; 
Taufers im Münstertal; Tubre; 120; PUNTWEIL; PUNTWEIL; 
Taufers im Münstertal; Tubre; 130; RIFAIR; RIFAIR; 
Taufers im Münstertal; Tubre; 150; SCHLOSSOIR; SCHLOSSOIR; 
Taufers im Münstertal; Tubre; 160; ST.JOHANN-STRASSE; VIA S.GIOVANNI; 
Taufers im Münstertal; Tubre; 170; ST.MARTIN-WEG; VIA S.MARTINO; 
Taufers im Münstertal; Tubre; 180; ST.NIKOLAUS-WEG; VIA S.NICOLO'; 
Taufers im Münstertal; Tubre; 190; STRADES; STRADES; 
Taufers im Münstertal; Tubre; 200; TELLA; TELLA; 
Taufers im Münstertal; Tubre; 210; TELSWEG; VIA TELS; 
Taufers im Münstertal; Tubre; 220; UMVIAS; UMVIAS; 
Taufers im Münstertal; Tubre; 230; UNTERE GASSE; VIA DI SOTTO; 
Taufers im Münstertal; Tubre; 240; VIOLSWEG; VIA VIOLS; 
Ulten; Ultimo; 161; ADLERHORST; ADLERHORST; 
Ulten; Ultimo; 855; ALPE WEISSBRUNN; ALPE WEISSBRUNN; 
Ulten; Ultimo; 713; ALPENBLUME; ALPENBLUME; 
Ulten; Ultimo; 258; ALTE FEUERWEHRHALLE; ALTE FEUERWEHRHALLE; 
Ulten; Ultimo; 257; ALTE UMKLEIDEKABINE; ALTE UMKLEIDEKABINE; 
Ulten; Ultimo; 560; ALTENHEIM; ALTENHEIM; 
Ulten; Ultimo; 98; ALTERSHEIM; ALTERSHEIM; 
Ulten; Ultimo; 103; ALTES SCHULHAUS; ALTES SCHULHAUS; 
Ulten; Ultimo; 244; ALTNIESCHEN; ALTNIESCHEN; 
Ulten; Ultimo; 217; AN DER LAHN; AN DER LAHN; 
Ulten; Ultimo; 51; ANGER; ANGER; 
Ulten; Ultimo; 25; ANGERERHÜTTL; ANGERERHÜTTL; 
Ulten; Ultimo; 831; ANGERLE; ANGERLE; 
Ulten; Ultimo; 838; ARMENHAUS; ARMENHAUS; 
Ulten; Ultimo; 675; AU; AU; 
Ulten; Ultimo; 665; AUF D.SUNNASEIT; AUF D.SUNNASEIT; 
Ulten; Ultimo; 50; AUSSERBACH; AUSSERBACH; 
Ulten; Ultimo; 43; AUSSERBERG; AUSSERBERG; 
Ulten; Ultimo; 521; AUSSERGRABEN; AUSSERGRABEN; 
Ulten; Ultimo; 695; AUSSERGRUB; AUSSERGRUB; 
Ulten; Ultimo; 806; AUSSERLAHNER; AUSSERLAHNER; 
Ulten; Ultimo; 198; AUSSERLARCHA; AUSSERLARCHA; 
Ulten; Ultimo; 203; AUSSERPIRCHA; AUSSERPIRCHA; 
Ulten; Ultimo; 569; AUSSERSCHWEMMALM; MALGA AUSSERSCHWEMM; 
Ulten; Ultimo; 196; AUSSERWINDEGG; AUSSERWINDEGG; 
Ulten; Ultimo; 842; BACH; BACH; 
Ulten; Ultimo; 48; BACHERHÜTTL; BACHERHÜTTL; 
Ulten; Ultimo; 154; BACHWIES; BACHWIES; 
Ulten; Ultimo; 63; BÄCKEREI; BÄCKEREI; 
Ulten; Ultimo; 557; BÄCKERHAUS; BÄCKERHAUS; 
Ulten; Ultimo; 117; BÄCKNHÜTT; BÄCKNHÜTT; 
Ulten; Ultimo; 22; BAR WILDBACH; BAR WILDBACH; 
Ulten; Ultimo; 802; BEIWASSER; BEIWASSER; 
Ulten; Ultimo; 559; BERGFRIED; BERGFRIED; 
Ulten; Ultimo; 75; BERGFRIEDEN; BERGFRIEDEN; 
Ulten; Ultimo; 662; BERGLAND; BERGLAND; 
Ulten; Ultimo; 115; BERGMANNSHEIM; BERGMANNSHEIM; 
Ulten; Ultimo; 224; BIRKENAU; BIRKENAU; 
Ulten; Ultimo; 721; BIRKENHEIM; BIRKENHEIM; 
Ulten; Ultimo; 725; BLUMENTAL; BLUMENTAL; 
Ulten; Ultimo; 80; BODENACKER; BODENACKER; 
Ulten; Ultimo; 581; BREITEBEN; BREITEBEN; 
Ulten; Ultimo; 12; BRUDERHEIM; BRUDERHEIM; 
Ulten; Ultimo; 190; BRUNNEN; BRUNNEN; 
Ulten; Ultimo; 684; BRUNNWIES; BRUNNWIES; 
Ulten; Ultimo; 110; BURGLEIT; BURGLEIT; 
Ulten; Ultimo; 719; CHALET CLAUDIA; CHALET CLAUDIA; 
Ulten; Ultimo; 17; CHRISTELEHÜTT; CHRISTELEHÜTT; 
Ulten; Ultimo; 59; CORAZZAHAUS; CORAZZAHAUS; 
Ulten; Ultimo; 674; DOPPLER; DOPPLER; 
Ulten; Ultimo; 1500; DOPPLER WALDELE; DOPPLER WALDELE; 
Ulten; Ultimo; 187; DORF; DORF; 
Ulten; Ultimo; 160; DORNHÄUSL; DORNHÄUSL; 
Ulten; Ultimo; 543; DORNHEIM; DORNHEIM; 
Ulten; Ultimo; 510; EBEN; EBEN; 
Ulten; Ultimo; 503; EBNERHÜTTL; EBNERHÜTTL; 
Ulten; Ultimo; 234; EGG; EGG; 
Ulten; Ultimo; 705; EGGEN; EGGEN; 
Ulten; Ultimo; 538; EGGERBODEN; EGGERBODEN; 
Ulten; Ultimo; 810; EGGERTAL; EGGERTAL; 
Ulten; Ultimo; 693; EGGHAUS; EGGHAUS; 
Ulten; Ultimo; 535; EGGHÄUSL; EGGHÄUSL; 
Ulten; Ultimo; 218; EGGWIRT; EGGWIRT; 
Ulten; Ultimo; 201; EIGENHEIM; EIGENHEIM; 
Ulten; Ultimo; 830; ENDERSTEN; ENDERSTEN; 
Ulten; Ultimo; 846; ENEL WEISSBRUNN; ENEL WEISSBRUNN; 
Ulten; Ultimo; 568; ENEL ZENTRALE; ENEL ZENTRALE; 
Ulten; Ultimo; 700; ERLACH; ERLACH; 
Ulten; Ultimo; 28; FACHHAUS; FACHHAUS; 
Ulten; Ultimo; 805; FALSCHAUERN; FALSCHAUERN; 
Ulten; Ultimo; 819; FALTELEHÜTT; FALTELEHÜTT; 
Ulten; Ultimo; 219; FELDEGG; FELDEGG; 
Ulten; Ultimo; 550; FERIENHAUS PREIMS; FERIENHAUS PREIMS; 
Ulten; Ultimo; 859; FEUERWEHRHALLE; FEUERWEHRHALLE; 
Ulten; Ultimo; 536; FICHTENHÄUSL; FICHTENHÄUSL; 
Ulten; Ultimo; 96; FICHTENHEIM; FICHTENHEIM; 
Ulten; Ultimo; 144; FISCHERHAUS; FISCHERHAUS; 
Ulten; Ultimo; 19; FISCHERHÄUSL; FISCHERHÄUSL; 
Ulten; Ultimo; 835; FLUMM; FLUMM; 
Ulten; Ultimo; 85; FORSTGARTEN; FORSTGARTEN; 
Ulten; Ultimo; 679; FREIENFELD; FREIENFELD; 
Ulten; Ultimo; 267; FRIEDHOF; CIMITERO; 
Ulten; Ultimo; 14; FRÜHLINGSHEIM; FRÜHLINGSHEIM; 
Ulten; Ultimo; 822; GANNEN; GANNEN; 
Ulten; Ultimo; 249; GANNEWALD; GANNEWALD; 
Ulten; Ultimo; 680; GANSEGG; GANSEGG; 
Ulten; Ultimo; 861; GARNI AUSSERBACH; GARNI AUSSERBACH; 
Ulten; Ultimo; 533; GARTENHEIM; GARTENHEIM; 
Ulten; Ultimo; 728; GARTLGÜTL; GARTLGÜTL; 
Ulten; Ultimo; 89; GÄSTEHAUS PÖDER; GÄSTEHAUS PÖDER; 
Ulten; Ultimo; 682; GASTEIG; GASTEIG; 
Ulten; Ultimo; 824; GASTHAUS EDELWEISS; GASTHAUS EDELWEISS; 
Ulten; Ultimo; 44; GATZ; GATZ; 
Ulten; Ultimo; 1002; GEWERBEGEBIET PLAIKEN; ZONA ARTIGIANALE PLAIKEN; 
Ulten; Ultimo; 40; GFÖLL; GFÖLL; 
Ulten; Ultimo; 177; GIGGLHIRN; GIGGLHIRN; 
Ulten; Ultimo; 175; GMUAN; GMUAN; 
Ulten; Ultimo; 841; GOLDENER STERN; GOLDENER STERN; 
Ulten; Ultimo; 41; GRABEN; GRABEN; 
Ulten; Ultimo; 724; GRABER WERKSTÄTTE; GRABER WERKSTÄTTE; 
Ulten; Ultimo; 563; GRABERHÜTTL; GRABERHÜTTL; 
Ulten; Ultimo; 39; GROBERHÜTTL; GROBERHÜTTL; 
Ulten; Ultimo; 209; GRUBACKER; GRUBACKER; 
Ulten; Ultimo; 803; GRUBERN; GRUBERN; 
Ulten; Ultimo; 813; GRUEB; GRUEB; 
Ulten; Ultimo; 225; GRÜNANGER; GRÜNANGER; 
Ulten; Ultimo; 147; GRÜNFELD; GRÜNFELD; 
Ulten; Ultimo; 518; GRÜNHAUS; GRÜNHAUS; 
Ulten; Ultimo; 672; GRÜNLEIT; GRÜNLEIT; 
Ulten; Ultimo; 683; GSCHÖRA; GSCHÖRA; 
Ulten; Ultimo; 31; HAHLN; HAHLN; 
Ulten; Ultimo; 34; HAHLNHÜTTL; HAHLNHÜTTL; 
Ulten; Ultimo; 101; HAHLNMOOS; HAHLNMOOS; 
Ulten; Ultimo; 248; HANDWERKERZONE; HANDWERKERZONE; 
Ulten; Ultimo; 1001; HANDWERKERZONE PICHL; ZONA ARTIGIANALE PICHL; 
Ulten; Ultimo; 514; HASLBRUNNEN; HASLBRUNNEN; 
Ulten; Ultimo; 266; HAUPTSTRASSE; VIA PRINCIPALE; 
Ulten; Ultimo; 730; HAUS AM WASSERFALL; HAUS AM WASSERFALL; 
Ulten; Ultimo; 854; HAUS AM WILDBACH; HAUS AM WILDBACH; 
Ulten; Ultimo; 722; HAUS ARQUIN; HAUS ARQUIN; 
Ulten; Ultimo; 561; HAUS BERGER; HAUS BERGER; 
Ulten; Ultimo; 228; HAUS BLAAS; HAUS BLAAS; 
Ulten; Ultimo; 145; HAUS BRUNNER; HAUS BRUNNER; 
Ulten; Ultimo; 850; HAUS ELISABETH; HAUS ELISABETH; 
Ulten; Ultimo; 129; HAUS FELSENGRUND; HAUS FELSENGRUND; 
Ulten; Ultimo; 570; HAUS FREI; HAUS FREI; 
Ulten; Ultimo; 95; HAUS HALLER; HAUS HALLER; 
Ulten; Ultimo; 242; HAUS HOLZHAMMER; HAUS HOLZHAMMER; 
Ulten; Ultimo; 106; HAUS HOLZNER; HAUS HOLZNER; 
Ulten; Ultimo; 571; HAUS LADURNER; HAUS LADURNER; 
Ulten; Ultimo; 70; HAUS LEITER; HAUS LEITER; 
Ulten; Ultimo; 562; HAUS LEITWEG; HAUS LEITWEG; 
Ulten; Ultimo; 720; HAUS LÖSCH; HAUS LÖSCH; 
Ulten; Ultimo; 171; HAUS MÜLLER; HAUS MÜLLER; 
Ulten; Ultimo; 72; HAUS NIEDERDORF; HAUS NIEDERDORF; 
Ulten; Ultimo; 246; HAUS OBWEXER; HAUS OBWEXER; 
Ulten; Ultimo; 226; HAUS PREIMS; HAUS PREIMS; 
Ulten; Ultimo; 104; HAUS TANKSTELLE; HAUS TANKSTELLE; 
Ulten; Ultimo; 83; HAUS TIES; HAUS TIES; 
Ulten; Ultimo; 102; HAUS ULTNER REISEN; HAUS ULTNER REISEN; 
Ulten; Ultimo; 82; HAUS VOLGGER; HAUS VOLGGER; 
Ulten; Ultimo; 857; HEIMATBLICK; HEIMATBLICK; 
Ulten; Ultimo; 549; HEIMGARTEN; HEIMGARTEN; 
Ulten; Ultimo; 170; HEIMGUT; HEIMGUT; 
Ulten; Ultimo; 582; HEIZWERK; HEIZWERK; 
Ulten; Ultimo; 243; HENNAPICHL; HENNAPICHL; 
Ulten; Ultimo; 30; HOCHHAUS; HOCHHAUS; 
Ulten; Ultimo; 199; HOCHRAIN; HOCHRAIN; 
Ulten; Ultimo; 856; HÖCHSTERHÜTTE; RIF. CANZIANI; 
Ulten; Ultimo; 239; HOCHWART; HOCHWART; 
Ulten; Ultimo; 502; HOF; HOF; 
Ulten; Ultimo; 716; HOFEREIL; HOFEREIL; 
Ulten; Ultimo; 121; HOLDERGASS; HOLDERGASS; 
Ulten; Ultimo; 711; HOLZ; HOLZ; 
Ulten; Ultimo; 149; HOTEL ALPENHOF; HOTEL ALPENHOF; 
Ulten; Ultimo; 863; HOTEL ARNSTEIN; HOTEL ARNSTEIN; 
Ulten; Ultimo; 262; HOTEL UNTERPICHL; HOTEL UNTERPICHL; 
Ulten; Ultimo; 522; HOTEL WALTERSHOF; HOTEL WALTERSHOF; 
Ulten; Ultimo; 127; HUBERTUSHEIM; HUBERTUSHEIM; 
Ulten; Ultimo; 686; IN HOF; IN HOF; 
Ulten; Ultimo; 186; INNERBACH; INNERBACH; 
Ulten; Ultimo; 1; INNERBIRBACH; INNERBIRBACH; 
Ulten; Ultimo; 227; INNERDORF; INNERDORF; 
Ulten; Ultimo; 84; INNERDURACH; INNERDURACH; 
Ulten; Ultimo; 527; INNERGRABEN; INNERGRABEN; 
Ulten; Ultimo; 698; INNERGRUB; INNERGRUB; 
Ulten; Ultimo; 815; INNERLAHNER; INNERLAHNER; 
Ulten; Ultimo; 197; INNERLARCHA; INNERLARCHA; 
Ulten; Ultimo; 204; INNERPIRCHA; INNERPIRCHA; 
Ulten; Ultimo; 195; INNERWINDEGG; INNERWINDEGG; 
Ulten; Ultimo; 20; JÄGERHÄUSL; JÄGERHÄUSL; 
Ulten; Ultimo; 572; JAISTEN; JAISTEN; 
Ulten; Ultimo; 726; JOHANNESHEIM; JOHANNESHEIM; 
Ulten; Ultimo; 67; JOSEN; JOSEN; 
Ulten; Ultimo; 73; JOSENHÜTTL; JOSENHÜTTL; 
Ulten; Ultimo; 556; JULIHÜTT; JULIHÜTT; 
